post_id,brand,platform,post_date,crosspost,caption,views,reach,interactions,likes,comments,shares,saves,followers_gain,watch_total,watch_avg
META_JNK_IG_2026-07-01_51,Jacknkings,Instagram,2026/7/1,Y,Mon patron m'a dit de faire ma promo comme ça...#jackandkings #icecreamlovers #foodlovers #cuisinechinoise #glace,488,212,8,5,0,0,0,0,1010,5
META_JNK_IG_2026-07-01_52,Jacknkings,Instagram,2026/7/1,N,"Pourquoi ""Jack & King's"" ? Parce que pour nous, chaque client et partenaire est un ""Roi"" (King) ou une ""Reine"" ! Des brioches et raviolis jusqu'aux dim sum et plats faits maison, nous offrons une solution tout-en-un pour une cuisine chinoise authentique. Facile à préparer, toujours aussi délicieux — où que vous soyez, nous vous apportons le goût de la maison.#yummy #cuisinechinoise #jackandkings #icecreamlovers",182,156,4,2,0,0,0,0,669,4
META_JNK_IG_2026-06-30_53,Jacknkings,Instagram,2026/6/30,N,"Les stars du salon - Nos glaces créatives : Ne manquez pas nos glaces aux fruits en trompe-l'œil, et l'incroyable glace en forme de ""pilon de poulet frit"" : aussi amusante que délicieuse !#jackandkings #fancyfoodshow #salonalimentaire #gastronomie #newyork",229,192,8,4,0,0,0,0,1539,8
META_JNK_IG_2026-06-23_54,Jacknkings,Instagram,2026/6/23,Y,La glace de jack n kings！！！glace en forme de fruit！,509,233,8,5,0,0,0,0,1362,6
META_JNK_IG_2026-06-22_55,Jacknkings,Instagram,2026/6/22,Y,"Jack Dragon World Cup Tour Pays-Bas 🇳🇱 vs Suède 🇸🇪 La passion de la Coupe du Monde enflamme Houston ! De Houston à Atlanta, un week-end au cœur de la ferveur et du football. #netherlands🇳🇱 #sweden🇸🇪 #houston #football",419,139,4,2,0,0,1,0,561,4
META_JNK_IG_2026-06-18_56,Jacknkings,Instagram,2026/6/18,Y,"Quel moment incroyable ! Le sport, c'est la vie. ⚽️🙌 #Sport #Incroyable #Ambiance #GameDay",494,154,9,6,1,0,0,0,711,4
META_JNK_IG_2026-06-17_57,Jacknkings,Instagram,2026/6/17,N,"🇨🇿 République tchèque vs Afrique du Sud 🇿🇦 ⏳ J-1 avant le coup d'envoi ! Après une première journée intense dans le Groupe A, la République tchèque et l'Afrique du Sud se retrouvent pour un duel décisif. Chaque point compte dans la course à la qualification. 🏟️ Rendez-vous le 18 juin à 12h00 pour suivre cette rencontre qui promet intensité, engagement et émotion. 🔥 Qui repartira avec les trois points ? #coupedumonde #footballinternational #afriquedusud #republiquetcheque #passionfootball",169,120,9,6,0,0,0,0,418,3
META_JNK_IG_2026-06-16_58,Jacknkings,Instagram,2026/6/16,N,Le football n'a pas de frontières. Des milliers de kilomètres. Des dizaines de pays. Une seule passion.,148,122,9,4,1,0,0,0,663,5
META_JNK_IG_2026-06-16_59,Jacknkings,Instagram,2026/6/16,N,Ce n'est pas un concert. Ce n'est pas un festival. C'est la Coupe du Monde.,1854,1648,23,18,0,2,1,1,12120,8
META_JNK_IG_2026-06-15_60,Jacknkings,Instagram,2026/6/15,Y,"Que serait la passion de l'été sans son âme sœur rafraîchissante ? Regardez notre mascotte, le petit dragon, faire une entrée éclatante avec la glace aux fruits 3D JacknKings ! #jacknkings #glace #ete #crèmeglacée",367,141,5,3,0,0,0,0,714,5
META_JNK_IG_2026-06-15_61,Jacknkings,Instagram,2026/6/15,N,"Ce moment appartient au football ainsi qu'à Atlanta.La route de Jack Dragon vers 2026, officiellement lancée! Quel bonheur de se retrouver ici avec vous tous pour partager cette grande fête mondiale ! #crèmeglacée #glace #jacknkings #jackandkings #jackdragonroad2026",475,190,8,5,0,0,0,0,725,4
META_JNK_IG_2026-06-13_62,Jacknkings,Instagram,2026/6/13,Y,On dirait un vrai fruit... mais c'est une glace 🍓👀 Les glaces Jack and King's sont de retour pour l'été ! Tu goûterais laquelle ? #jackandkings #glacebay #icecream #foodtokfrance #été2026,582,214,10,7,0,1,0,0,1257,6
META_JNK_IG_2026-06-09_63,Jacknkings,Instagram,2026/6/9,N,Te rencontrer à Atlanta #Jacknkings #glace,61,39,7,4,0,0,0,0,253,5
META_JNK_IG_2026-06-08_64,Jacknkings,Instagram,2026/6/8,Y,La glace de Jacknkings!!!#glace #foodlover #fruits #ete,500,250,13,8,0,0,1,0,1306,5
META_JNK_IG_2026-06-06_65,Jacknkings,Instagram,2026/6/6,Y,La glace en forme de fruit de chez jacknkings!#jackandkings #icecreamlovers #cuisinechinoise #yummy #foodlovers,498,156,9,6,0,0,0,0,1020,6
META_JNK_IG_2026-06-04_66,Jacknkings,Instagram,2026/6/4,N,Mix pops de chez jack and king's! #galce #jacknkings #mixpops #fypage✨,222,176,13,9,0,0,0,1,840,5
META_JNK_IG_2026-06-03_67,Jacknkings,Instagram,2026/6/3,Y,note du public #jacknkings #glace #french,752,295,22,15,0,1,0,2,1938,6
META_JNK_IG_2026-05-20_68,Jacknkings,Instagram,2026/5/20,Y,Applaudissez bien fort notre mvp arrive . . . #badbunny #glace #pilon #fruits #jackandkings,565,231,17,12,1,0,0,0,1184,5
META_JNK_IG_2026-05-18_69,Jacknkings,Instagram,2026/5/18,Y,Choisis un cœur = ta glace du jour 🛒🍦 . . . . . 1. 🥭 Glace à la mangue 2. 🍍 Glace à l'ananas 3. 🍑 Glace à la pêche 4. 🍇 Glace au raisin 5. 🍗 Poulet #jackandkings #icecreamlovers #❤❤ #glace #fruit,757,286,14,8,1,0,0,0,1789,6
META_JNK_IG_2026-05-15_70,Jacknkings,Instagram,2026/5/15,Y,Glace en bac aux fruits JacknKings #glace #fruit #jackandkings #foodlovers,463,164,13,9,0,0,0,0,870,5
META_JNK_IG_2026-05-14_71,Jacknkings,Instagram,2026/5/14,Y,"Glace en forme de cuisse de poulet 🤤 Surprise à chaque bouchée, original et gourmand !#jackandkings #yummy #glace #foodlovers",537,157,10,5,1,0,0,0,752,5
META_JNK_IG_2026-05-11_72,Jacknkings,Instagram,2026/5/11,N,Jacknkings glace！！！#Jacknkings #glace #cuisse,183,148,14,8,0,0,0,0,639,4
META_JNK_IG_2026-05-08_73,Jacknkings,Instagram,2026/5/8,Y,La glace cuisse de poulet de Jack & Kings #france #glace #jackandkings #cuissedepoulet #cuisse,733,270,22,13,1,4,0,0,1736,6
META_JNK_IG_2026-04-30_74,Jacknkings,Instagram,2026/4/30,Y,Glace au citron？#icecream #lemon #glace #citron,669,178,11,8,0,0,0,0,993,5
META_JNK_IG_2026-04-25_75,Jacknkings,Instagram,2026/4/25,Y,"Trop Fun, Trop Citron ! 😄🍦 Des rires, du fun et une touche de citron 🍋✨ Deux petits gourmands qui s’amusent avec la glace saveur citron de Jack & King’s 😍❄️ Entre fraîcheur acidulée et moments de joie, chaque bouchée devient un vrai jeu 😋 Attention… bonne humeur garantie ! 😄🍦 #JackAndKings #LemonIceCream #FunMoments #IceCreamTime #SweetFun #FrozenTreat #HappyVibes #SummerFun #Yummy #Smile 🍋🍦😄",199,174,7,6,0,0,0,0,1057,6
META_JNK_IG_2026-04-22_76,Jacknkings,Instagram,2026/4/22,Y,"4 Saveurs. 1 Seule Obsession. 🍦🔥 Pêche douce 🍑 Mangue intense 🥭 Fraise gourmande 🍓 Raisin rafraîchissant 🍇 Quatre vibes, quatre sensations… mais un seul verdict 😏❄️ Avec Jack & King’s, chaque bouchée est une surprise, chaque saveur une tentation 😋🔥 👉 Le vrai défi ? S’arrêter après la première… #JackAndKings #FlavorAddiction #FruitIceCream #PeachMangoStrawberryGrape #IceCreamLovers #FrozenTreat #SweetExplosion #TasteTheFun #SummerVibes #Yummy 🍦🔥🍓🥭🍑🍇",181,149,6,5,0,0,0,0,506,3
META_JNK_IG_2026-04-21_77,Jacknkings,Instagram,2026/4/21,N,Nous sommes au plus grand salon mondial des fruits de mer. Jack & Kings vous attend en Espagne ! #jackandkings #icecreamlovers #cuisinechinoise,187,152,10,8,1,0,0,0,476,3
META_JNK_IG_2026-04-20_78,Jacknkings,Instagram,2026/4/20,Y,"Trois Saveurs. Zéro Contrôle. 💥🍦 Ça commence par une mangue 🥭… ça enchaîne avec une pêche 🍑… et ça finit en explosion citronnée 🍋💣 Avec Jack & King’s, chaque saveur joue sa propre règle 😏❄️ Tropicale, douce ou acidulée… ton cerveau hésite, mais ton palais a déjà choisi 😋🔥 ⚠️ Effet secondaire : impossible de s’arrêter à une seule… #JackAndKings #FlavorExplosion #MangoPeachLemon #IceCreamAddict #FrozenMadness #TasteTheVibe #SweetVsSour #IceCreamLovers #ViralFood #Yummy 🍦💥🍋🥭🍑",180,150,8,5,0,1,0,0,578,4
META_JNK_IG_2026-04-17_79,Jacknkings,Instagram,2026/4/17,Y,"Des Fruits… Qui Se Mangent Glacés 🍦🔥 Et si les fruits devenaient encore plus fun ? 😍 Mangue 🥭 • Pêche 🍑 • Fraise 🍓 • Ananas 🍍 • Banane 🍌 • Citron 🍋 Toute la fraîcheur des fruits… version glacée avec Jack & King’s ❄️✨ Colorés, gourmands et ultra rafraîchissants — ces ice creams ne se regardent pas… ils se dévorent 😋🔥 Un seul regard suffit pour craquer… alors imagine la première bouchée 👀🍦 #JackAndKings #FruitIceCream #FrozenFruits #Mango #Peach #Strawberry #Pineapple #Banana #Lemon #IceCreamLovers #FreshAndFun #SummerVibes #Yummy 🍦🍓🍍",163,138,8,7,0,0,0,0,710,5
META_JNK_IG_2026-04-15_80,Jacknkings,Instagram,2026/4/15,Y,"Ce N'est Pas Ce Que Tu Crois… 👀🍦 À première vue : une cuisse de poulet 🤔🍗 Mais dès la première bouchée… surprise totale 😍❄️ Avec Jack & King’s, découvre une glace qui joue avec tes sens : look inattendu + goût ultra gourmand = combo parfait 🔥 Un dessert qui attire les regards… et fait fondre tout le monde 😋✨ #JackAndKings #ChickenIceCream #FoodSurprise #IceCreamFun #UnexpectedDessert #ViralFood #FrozenTreat #DessertLovers #TrySomethingNew #Yummy 🍗🍦🔥",187,161,6,5,0,0,0,0,717,4
META_JNK_FB_2026-08-31_37,Jacknkings,Facebook,2026/8/31,Y,Et si on surfait aussi sur la hype de Justin Sun ? Des idées ? Laisse tomber 😂 Toutes nos glaces aux fruits Jacknkings à découvrir ! 🍧#justinsun #jackandkings #icecreamlovers #yummy #glace,738,37,14,11,0,0,0,0,79,2
META_JNK_FB_2026-08-25_38,Jacknkings,Facebook,2026/8/25,Y,"Tu pensais croquer dans du poulet frit, mais c'est en fait une glace hyper rafraîchissante ? 🍗🥶 De nos jours, même les glaces maîtrisent l'art du camouflage ! Et on en parle de cette mangue ultra-réaliste ? 🥭✨ 👇 Dis-moi, lequel t'a eu au premier coup d'œil ? #trompelœil #icecreamtime🍦 #sweettooth #snackhaul #aesthetic",481,139,8,5,2,0,0,0,425,3
META_JNK_FB_2026-08-10_39,Jacknkings,Facebook,2026/8/10,Y,"Enfin, tu peux trouver nos glaces en France ! #jackandkings #jacknkings #glace #lamer #summervibes",241,142,5,2,0,1,0,0,566,4
META_JNK_FB_2026-08-10_40,Jacknkings,Facebook,2026/8/10,N,"Enfin, tu peux trouver nos glaces en France !#jackandkings #jacknkings #yummy #glace #summervibes",218,209,0,0,0,0,0,0,633,3
